"HEAD","WDEPTH","MANHOLE_FLOW","Points:0","Points:1","Points:2"
77.4102040334,0.0004361974010578,0,564663.8433,5777906.2802,77.409767836
78.03855428861,0.09493340261403,0,564665.1644,5777985.8484,77.943620886
83.72033770096,0.0002212739568535,0,564704.591,5777997.556,83.720116427
83.95223997354,0.0003430185426367,0,564712.085,5777985.685,83.951896955
84.76693717431,0.0002282763144166,0,564742.88,5777995.212,84.766708898
84.6732008045,0.0003636195025649,0,564738.076,5778011.314,84.672837185
84.73398554621,0.03843067421194,0,564720.812,5778006.205,84.695554872
84.94563824959,0.0003147845888662,0,564713.0932,5778031.059,84.945323465
84.79408005803,0.0002082530264147,0,564731.739,5778035.323,84.793871805
85.35639329554,0.0007204845423558,0,564724.245,5778062.246,85.355672811
85.69652896344,0.0003163644403372,0,564710.4845,5778058.586,85.696212599
85.94724668507,0.002893893074926,0,564706.374,5778072.938,85.944352792
85.89155660315,0.04136778914783,0,564695.583,5778069.846,85.850188814
85.4975449807,0.0006272917003685,0,564700.135,5778053.957,85.496917689
85.55146674326,0.0002273622569078,0,564713.6497,5778057.8498,85.551239381
85.3728761741,0.0002470650953086,0,564717.889,5778042.472,85.372629109
84.85664638857,0.9245153245691,0,564689.4345,5778033.4336,83.932131064
85.38490658158,0.0009806045768812,0,564686.789,5778042.837,85.383925977
85.38976286749,0.1957487434907,0,564684.084,5778042.1,85.194014124
86.45937418919,0.0001594561943534,0,564673.783,5778089.6318,86.459214733
85.83373314681,0.0004859188129274,0,564687.533,5778090.588,85.833247228
85.78944634875,0.1638161147549,0,564687.265,5778095.914,85.625630234
86.0188158196,0.000129806595254,0,564721.156,5778106.956,86.018686013
85.22687242827,0.0002225182720821,0,564762.243,5778115.952,85.22664991
84.80793682819,0.0001880981918703,0,564775.271,5778113.635,84.80774873
84.47285558545,0.002352473447431,0,564789.223,5778119.097,84.470503112
84.81387142414,0.007910569138204,0,564784.0902,5778130.226,84.805960855
84.86698330385,0.01963943885474,0,564775.897,5778126.91,84.847343865
