"HEAD","WDEPTH","MANHOLE_FLOW","Points:0","Points:1","Points:2"
77.41011814949,0.0003503134913245,0,564663.8433,5777906.2802,77.409767836
78.05105189593,0.1074310099272,0,564665.1644,5777985.8484,77.943620886
83.72029606473,0.0001796377272427,0,564704.591,5777997.556,83.720116427
83.95217540716,0.0002784521602877,0,564712.085,5777985.685,83.951896955
84.76689426435,0.0001853663540459,0,564742.88,5777995.212,84.766708898
84.67313223207,0.0002950470739052,0,564738.076,5778011.314,84.672837185
84.73615417255,0.04059930054524,0,564720.812,5778006.205,84.695554872
84.94557937573,0.0002559107264091,0,564713.0932,5778031.059,84.945323465
84.79404029698,0.0001684919802187,0,564731.739,5778035.323,84.793871805
85.35625741601,0.0005846050105163,0,564724.245,5778062.246,85.355672811
85.69646975004,0.0002571510366494,0,564710.4845,5778058.586,85.696212599
85.94665975723,0.00230696522938,0,564706.374,5778072.938,85.944352792
85.8893891332,0.03920031920063,0,564695.583,5778069.846,85.850188814
85.4974209418,0.0005032528021189,0,564700.135,5778053.957,85.496917689
85.55142414571,0.0001847647134525,0,564713.6497,5778057.8498,85.551239381
85.37282987374,0.0002007647435391,0,564717.889,5778042.472,85.372629109
84.87101156254,0.9388804985357,0,564689.4345,5778033.4336,83.932131064
85.38472863969,0.0008026626947952,0,564686.789,5778042.837,85.383925977
85.38903631532,0.1950221913242,0,564684.084,5778042.1,85.194014124
86.4593442583,0.0001295253000393,0,564673.783,5778089.6318,86.459214733
85.83366239587,0.0004151678653841,0,564687.533,5778090.588,85.833247228
85.79610546746,0.170475233462,0,564687.265,5778095.914,85.625630234
86.01879143528,0.0001054222795744,0,564721.156,5778106.956,86.018686013
85.22683070167,0.0001807916712551,0,564762.243,5778115.952,85.22664991
84.8079012761,0.0001525461047578,0,564775.271,5778113.635,84.80774873
84.47242475607,0.001921644065391,0,564789.223,5778119.097,84.470503112
84.81243004239,0.006469187394316,0,564784.0902,5778130.226,84.805960855
84.86385406308,0.01651019807956,0,564775.897,5778126.91,84.847343865
84.86690631687,0.0524932548701,0,564777.733,5778122.895,84.814413062
85.18522346367,0.002052837673602,0,564762.3525,5778123.9042,85.183170626
85.71072762203,0.0004332850250108,0,564751.124,5778121.886,85.710294337
86.0969613432,0.0001305492018275,0,564748.112,5778132.414,86.096830794
85.88663433389,0.0007712568913689,0,564752.7654,5778133.8756,85.885863077
86.04664784859,0.001694572589415,0,564750.86,5778140.4604,86.044953276
86.56140865654,0.0003965525400957,0,564740.349,5778136.885,86.561012104
86.01443685814,0.1226866751393,0,564745.17,5778121.065,85.891750183
86.01464305557,0.1458378865689,0,564731.554,5778118.582,85.868805169
86.01451584366,0.01472867265889,0,564717.135,5778114.673,85.999787171
87.58276642253,0.0001664325347548,0,564702.616,5778142.858,87.58259999
87.76278751115,0.0001443281480249,0,564696.188,5778139.364,87.762643183
86.97211008078,0.4061255657794,0,564708.251,5778116.615,86.565984515
87.47804044685,0.000313207849814,0,564678.134,5778107.047,87.477727239
86.96764910514,0.4136544991361,0,564681.824,5778096.287,86.553994606
86.14779722704,0.000206424035639,0,564663.815,5778095.685,86.147590803
84.69148596125,0.0002552582476767,0,564664.084,5778090.126,84.691230703
83.66140841382,0.32634077482,0,564648.752,5778088.494,83.335067639
83.70565338567,0.0008586696671387,0,564642.383,5778156.164,83.704794716
84.80427718056,0.000290636561715,0,564664.736,5778168.672,84.803986544
85.33702717471,0.04968516671023,0,564658.3424,5778180.6371,85.287342008
85.44801513485,0.0001736238526178,0,564660.5936,5778182.7605,85.447841511
84.92566199982,0.005135785819618,0,564746.683,5778210.468,84.920526214
84.78660687,0.0002077050000224,0,564748.202,5778205.704,84.786399165
84.60907116353,0.0001407135345488,0,564762.863,5778208.488,84.60893045
