"HEAD","WDEPTH","MANHOLE_FLOW","Points:0","Points:1","Points:2"
77.41051445158,0.0007466155770572,0,564663.8433,5777906.2802,77.409767836
77.99635522214,0.05273433614464,0,564665.1644,5777985.8484,77.943620886
83.72045093822,0.0003345112182842,0,564704.591,5777997.556,83.720116427
83.9524378134,0.0005408584006261,0,564712.085,5777985.685,83.951896955
84.7670526161,0.0003437180973833,0,564742.88,5777995.212,84.766708898
84.6734295835,0.0005923984953995,0,564738.076,5778011.314,84.672837185
84.72864147621,0.03308660421182,0,564720.812,5778006.205,84.695554872
84.94580161525,0.0004781502549065,0,564713.0932,5778031.059,84.945323465
84.79419159795,0.0003197929516148,0,564731.739,5778035.323,84.793871805
85.3568773504,0.001204539404341,0,564724.245,5778062.246,85.355672811
85.69669245394,0.0004798549362306,0,564710.4845,5778058.586,85.696212599
85.94981404009,0.005461248094491,0,564706.374,5778072.938,85.944352792
85.89878681411,0.04859800010706,0,564695.583,5778069.846,85.850188814
85.4980216158,0.001103926799402,0,564700.135,5778053.957,85.496917689
85.55158080469,0.0003414236882122,0,564713.6497,5778057.8498,85.551239381
85.37300003449,0.0003709254928026,0,564717.889,5778042.472,85.372629109
84.76880027001,0.8366692060129,0,564689.4345,5778033.4336,83.932131064
85.38558706867,0.001661091671821,0,564686.789,5778042.837,85.383925977
85.39239016605,0.1983760420534,0,564684.084,5778042.1,85.194014124
86.45945319847,0.0002384654657703,0,564673.783,5778089.6318,86.459214733
85.83392873441,0.0006815064111976,0,564687.533,5778090.588,85.833247228
85.75606274833,0.1304325143336,0,564687.265,5778095.914,85.625630234
86.01888005295,0.0001940399543514,0,564721.156,5778106.956,86.018686013
85.22698434007,0.0003344300670136,0,564762.243,5778115.952,85.22664991
84.80803431398,0.0002855839808689,0,564775.271,5778113.635,84.80774873
84.47508148828,0.004578376282652,0,564789.223,5778119.097,84.470503112
84.82102369543,0.01506284043261,0,564784.0902,5778130.226,84.805960855
84.87985663529,0.03251277028927,0,564775.897,5778126.91,84.847343865
84.88393419909,0.0695211370888,0,564777.733,5778122.895,84.814413062
85.1877421088,0.004571482800884,0,564762.3525,5778123.9042,85.183170626
85.71113627589,0.0008419388855145,0,564751.124,5778121.886,85.710294337
86.09707118921,0.0002403952058501,0,564748.112,5778132.414,86.096830794
85.88745487506,0.001591798062066,0,564752.7654,5778133.8756,85.885863077
86.04830094697,0.003347670970058,0,564750.86,5778140.4604,86.044953276
86.56171098959,0.0006988855909213,0,564740.349,5778136.885,86.561012104
85.99720650507,0.1054563220747,0,564745.17,5778121.065,85.891750183
85.98675190922,0.1179467402178,0,564731.554,5778118.582,85.868805169
86.01368555362,0.01389838262001,0,564717.135,5778114.673,85.999787171
87.58290803591,0.0003080459134281,0,564702.616,5778142.858,87.58259999
87.76290931632,0.0002661333226257,0,564696.188,5778139.364,87.762643183
86.92275432012,0.3567698051208,0,564708.251,5778116.615,86.565984515
87.4783209771,0.0005937380987717,0,564678.134,5778107.047,87.477727239
86.89955742415,0.3455628181499,0,564681.824,5778096.287,86.553994606
86.14797105991,0.000380256914724,0,564663.815,5778095.685,86.147590803
84.69170107295,0.0004703699516,0,564664.084,5778090.126,84.691230703
