"HEAD","WDEPTH","MANHOLE_FLOW","Points:0","Points:1","Points:2"
77.41015520022,0.0003873642156975,0,564663.8433,5777906.2802,77.409767836
78.04541357545,0.1017926894486,0,564665.1644,5777985.8484,77.943620886
83.72031352729,0.0001971002939172,0,564704.591,5777997.556,83.720116427
83.95220283793,0.0003058829307889,0,564712.085,5777985.685,83.951896955
84.7669122663,0.000203368303815,0,564742.88,5777995.212,84.766708898
84.67316129957,0.0003241145712281,0,564738.076,5778011.314,84.672837185
84.73515627006,0.03960139805727,0,564720.812,5778006.205,84.695554872
84.94560423478,0.0002807697754292,0,564713.0932,5778031.059,84.945323465
84.7940569564,0.0001851513994922,0,564731.739,5778035.323,84.793871805
85.35631651971,0.0006437087149891,0,564724.245,5778062.246,85.355672811
85.6964947291,0.0002821300965792,0,564710.4845,5778058.586,85.696212599
85.9469118702,0.002559078195645,0,564706.374,5778072.938,85.944352792
85.89035357272,0.04016475872238,0,564695.583,5778069.846,85.850188814
85.49747449233,0.0005568033326995,0,564700.135,5778053.957,85.496917689
85.55144203303,0.0002026520302678,0,564713.6497,5778057.8498,85.551239381
85.37284930897,0.0002201999736826,0,564717.889,5778042.472,85.372629109
84.86500392515,0.9328728611507,0,564689.4345,5778033.4336,83.932131064
85.38480719261,0.0008812156084304,0,564686.789,5778042.837,85.383925977
85.38936368893,0.1953495649284,0,564684.084,5778042.1,85.194014124
86.45935679415,0.0001420611499441,0,564673.783,5778089.6318,86.459214733
85.83369170524,0.0004444772371102,0,564687.533,5778090.588,85.833247228
85.79310265354,0.1674724195437,0,564687.265,5778095.914,85.625630234
86.01880164729,0.0001156342943318,0,564721.156,5778106.956,86.018686013
85.2268482218,0.0001983117998066,0,564762.243,5778115.952,85.22664991
84.80791618983,0.0001674598301378,0,564775.271,5778113.635,84.80774873
84.47261791694,0.00211480493877,0,564789.223,5778119.097,84.470503112
84.81307584454,0.007114989541108,0,564784.0902,5778130.226,84.805960855
84.86529906285,0.01795519784525,0,564775.897,5778126.91,84.847343865
84.86843531494,0.05402225294365,0,564777.733,5778122.895,84.814413062
85.1854352112,0.002264585202738,0,564762.3525,5778123.9042,85.183170626
85.71076998772,0.0004756507249368,0,564751.124,5778121.886,85.710294337
